416
914
1	117	1.6093
2	87	1.6093
3	74	1.6093
4	233	1.6093
5	165	1.6093
6	213	1.6093
7	253	1.6093
8	411	0.8047
9	379	0.8047
9	395	0.8047
10	338	0.8047
10	362	0.8047
11	309	0.8047
12	275	0.8047
13	262	0.8047
14	257	0.8047
15	254	0.8047
16	263	0.8047
17	276	0.8047
18	322	0.8047
18	348	0.8047
19	364	0.8047
19	380	0.8047
20	397	0.8047
21	412	0.8047
21	413	0.8047
22	414	0.8047
22	415	0.8047
23	416	0.8047
24	266	0.4023
24	267	0.4023
25	268	0.4023
25	269	0.4023
26	273	0.4023
26	274	0.4023
27	302	0.4023
27	303	0.4023
28	303	0.4023
28	304	0.4023
29	308	0.4023
29	337	0.4023
30	340	0.4023
30	341	0.4023
31	329	0.4023
31	330	0.4023
32	332	0.4023
32	333	0.4023
33	337	0.4023
33	361	0.4023
34	369	0.4023
34	385	0.4023
35	373	0.4023
35	389	0.4023
36	378	0.4023
36	394	0.4023
37	401	0.4023
37	402	0.4023
38	406	0.4023
38	407	0.4023
39	266	1.1747
39	267	1.1747
40	268	1.0622
40	269	1.0622
41	273	0.8047
41	274	0.8047
42	302	0.8047
42	303	0.8047
43	303	1.2393
43	304	1.2393
44	308	0.8047
44	337	2.414
45	340	0.8047
45	341	0.8047
46	329	0.8047
46	330	0.8047
47	332	0.7404
47	333	0.7565
48	337	0.8047
48	361	0.8047
49	369	0.8047
49	385	0.8047
50	373	0.8047
50	389	0.8047
51	378	0.8047
51	394	0.8047
52	401	0.8047
52	402	0.8047
53	406	0.869
53	407	0.8528
54	56	0.4023
54	230	0.4023
55	59	0.4023
56	102	0.4023
57	54	0.4023
57	235	0.4023
58	137	0.4023
58	145	0.4023
59	146	0.4023
60	102	0.4023
60	230	0.4023
61	136	0.4023
62	2	1.6093
63	62	1.6093
64	63	0.8047
64	189	0.4023
65	64	0.5151
66	65	0.338
67	66	0.4023
67	260	0.4023
68	67	2.5911
69	68	0.4023
69	258	0.4023
70	69	2.076
71	70	0.4023
71	255	0.4023
72	71	0.4023
73	72	0.6919
73	141	0.4023
74	73	1.6093
75	3	1.6093
76	75	1.6093
77	76	0.6919
77	141	0.4023
78	77	0.4023
79	78	0.4023
79	256	0.4023
80	79	2.076
81	80	0.4023
81	259	0.4023
82	81	2.5911
83	82	0.4023
83	261	0.4023
84	83	0.338
85	84	0.5151
86	85	0.8047
86	189	0.4023
87	86	1.6093
88	1	1.6093
89	88	1.6093
90	89	0.4023
90	293	0.4023
91	90	0.338
92	91	0.4666
93	92	0.5151
93	183	0.4023
93	195	0.4023
94	93	1.0299
95	94	0.4023
95	290	0.4023
96	95	1.8346
97	96	0.4023
97	288	0.4023
98	97	0.9174
99	98	0.4023
99	283	0.4023
100	99	0.5794
101	100	0.4023
101	278	0.4023
102	101	1.1427
103	59	0.4023
103	61	0.4023
103	237	0.4023
104	103	1.1427
105	104	0.4023
105	279	0.4023
106	105	0.5794
107	106	0.4023
107	284	0.4023
108	107	0.9174
109	108	0.4023
109	289	0.4023
110	109	1.8346
111	110	0.4023
111	291	0.4023
112	111	1.0299
113	112	0.5151
113	183	0.4023
113	195	0.4023
114	113	0.4666
115	114	0.338
116	115	0.4023
116	294	0.4023
117	116	1.6093
118	5	1.6093
119	118	1.6093
120	119	0.4023
120	400	0.4023
121	120	0.8047
122	121	0.9174
123	122	0.4023
123	382	0.4023
124	123	1.2713
125	124	0.4023
125	366	0.4023
126	125	1.2713
127	126	0.4023
127	350	0.4023
128	127	0.9174
129	128	0.4666
130	129	0.4023
130	324	0.4023
131	130	1.2713
132	131	0.4666
132	314	0.4023
133	132	0.6919
134	133	0.5151
135	134	0.4023
135	298	0.4023
136	135	0.2252
137	136	0.9333
138	60	0.4023
138	137	0.1932
138	236	0.4023
139	138	1.6093
140	139	0.4023
140	265	0.4023
141	140	1.3841
142	72	0.4023
142	76	0.4023
143	142	1.3841
144	143	0.4023
144	264	0.4023
145	144	1.3198
146	145	0.1771
147	57	0.4023
147	146	1.1265
148	147	0.338
149	148	0.4023
149	297	0.4023
150	149	0.5151
151	150	0.338
152	151	0.9174
152	310	0.4023
153	152	1.0299
154	153	0.4023
154	323	0.4023
155	154	0.4666
156	155	0.9174
157	156	0.4023
157	349	0.4023
158	157	1.2713
159	158	0.4023
159	365	0.4023
160	159	1.2713
161	160	0.4023
161	381	0.4023
162	161	0.9174
163	162	0.8047
164	163	0.4023
164	399	0.4023
165	164	1.6093
166	6	1.6093
167	166	1.6093
168	167	0.4023
168	409	0.4023
169	168	1.1427
170	169	0.5151
171	170	0.0966
171	216	0.4023
172	171	0.4185
172	393	0.4023
173	172	0.7404
174	173	0.338
175	174	0.4023
175	377	0.4023
176	175	1.207
177	176	0.4023
177	360	0.4023
178	177	1.207
179	178	0.4023
179	336	0.4023
180	179	2.8164
181	180	0.4023
181	307	0.4023
182	181	0.2252
183	182	0.5794
184	92	0.4023
184	112	0.4023
184	183	0.5794
185	184	1.0942
186	185	0.5794
187	186	0.4023
187	272	0.4023
188	187	1.3198
189	188	1.1427
190	63	0.4023
190	85	0.4023
191	190	1.1427
192	191	1.3198
193	192	0.4023
193	271	0.4023
194	193	0.5794
195	194	1.0942
196	92	0.4023
196	112	0.4023
196	195	0.5794
197	196	0.5794
198	197	0.2252
199	198	0.4023
199	306	0.4023
200	199	2.8164
201	200	0.4023
201	335	0.4023
202	201	1.207
203	202	0.4023
203	359	0.4023
204	203	1.207
205	204	0.4023
205	376	0.4023
206	205	0.338
207	206	0.7404
208	207	0.4185
209	208	0.0966
209	392	0.4023
210	209	0.5151
210	250	0.4023
211	210	1.1427
212	211	0.4023
212	408	0.4023
213	212	1.6093
214	7	1.6093
215	214	1.6093
216	215	0.5794
217	169	0.4023
217	216	0.869
218	217	0.4185
218	392	0.4023
219	218	1.1427
220	219	0.7404
220	363	0.4023
221	220	1.7221
222	221	0.4666
223	222	0.6276
223	346	0.4023
224	223	1.4323
225	224	0.9174
225	330	0.4023
226	225	1.3841
227	226	0.5794
227	311	0.4023
228	227	1.6093
229	228	0.6919
229	277	0.4023
230	229	0.1771
231	56	0.4023
231	230	0.4346
232	58	0.4023
232	231	0.4666
233	232	1.6093
234	4	1.6093
235	234	1.6093
236	235	0.1771
237	236	0.37
238	55	0.4023
238	61	0.4023
238	237	0.338
239	238	0.338
240	239	0.6919
240	299	0.4023
241	240	1.3841
242	241	0.9174
242	317	0.4023
243	242	1.3841
244	243	0.5794
244	339	0.4023
245	244	1.545
246	245	0.9174
246	347	0.4023
247	246	1.7221
248	247	0.5794
248	374	0.4023
249	248	1.3198
250	249	0.531
251	250	0.0805
251	391	0.4023
252	208	0.4023
252	251	0.7724
253	252	1.6093
254	15	0.8047
254	255	1.6093
255	70	0.4023
255	254	1.6093
255	256	0.4023
256	78	0.4023
256	255	0.4023
256	266	1.545
257	14	0.8047
257	258	1.6093
258	68	0.4023
258	257	1.6093
258	259	0.4023
259	80	0.4023
259	258	0.4023
259	267	1.545
260	66	0.4023
260	261	0.4023
261	82	0.4023
261	260	0.4023
261	269	1.4966
262	13	0.8047
262	273	1.6093
263	16	0.8047
263	264	1.6093
264	143	0.4023
264	263	1.6093
264	265	0.4023
265	139	0.4023
265	264	0.4023
265	266	0.8047
266	24	0.4023
266	39	1.1747
266	256	1.545
266	265	0.8047
266	277	2.8807
